model,method,layer,subspace_dimension,toy_projection_accuracy,toy_patch_recovery,toy_flip_rate,toy_sign_flip_rate,toy_logit_diff_percent,toy_logit_flip_percent,toy_sign_flip_percent,toy_corrupted_accuracy,toy_clean_accuracy,toy_patched_accuracy,sst_projection_accuracy,sst_patch_recovery,sst_flip_rate,sst_sign_flip_rate,sst_logit_diff_percent,sst_logit_flip_percent,sst_sign_flip_percent,sst_corrupted_accuracy,sst_clean_accuracy,sst_patched_accuracy,n_toy_test,n_sst,n_sst_pairs
gpt2-small,kmeans,6,1,1.0,0.7224669843196678,0.7857142686843872,0.5714285969734192,72.24669843196678,78.57142686843872,57.14285969734192,0.0,1.0,0.7857142686843872,0.8179611650485437,0.40797545589531026,0.4571428954601311,0.0,40.797545589531026,45.714289546013106,0.0,0.3444444537162781,0.6555555462837219,0.4866666793823242,30,1236,450
gpt2-small,logistic_regression,6,1,1.0,0.689427336094812,0.8928571343421936,0.5714285969734192,68.9427336094812,89.28571343421936,57.14285969734192,0.0,1.0,0.8928571343421936,0.8098705501618123,0.46012269995436134,0.44999998084136306,0.0,46.012269995436135,44.99999808413631,0.0,0.3444444537162781,0.6555555462837219,0.48444443941116333,30,1236,450
gpt2-small,pca,6,1,0.8333333333333334,0.5176211777322544,0.5,0.3571428656578064,51.762117773225434,50.0,35.71428656578064,0.0,1.0,0.5,0.28883495145631066,0.27914111060401453,0.36428567596844036,0.0,27.914111060401453,36.42856759684403,0.0,0.3444444537162781,0.6555555462837219,0.4577777683734894,30,1236,450
gpt2-small,das,6,1,1.0,0.9746696134431058,0.8571428656578064,0.75,97.46696134431058,85.71428656578064,75.0,0.0,1.0,0.8571428656578064,0.8179611650485437,0.4478527610832208,0.4357142473970118,0.002222222276031971,44.78527610832208,43.57142473970118,0.2222222276031971,0.3444444537162781,0.6555555462837219,0.47999998927116394,30,1236,450
gpt2-small,das2d,6,2,,0.9614537100404774,0.8571428656578064,0.75,96.14537100404775,85.71428656578064,75.0,0.0,1.0,0.8571428656578064,,0.6042944778335584,0.5785714860473394,0.002222222276031971,60.42944778335584,57.85714860473394,0.2222222276031971,0.3444444537162781,0.6555555462837219,0.5244444608688354,30,1236,450
gpt2-small,das3d,6,3,,0.9680617168826491,0.8571428656578064,0.7142857313156128,96.80617168826491,85.71428656578064,71.42857313156128,0.0,1.0,0.8571428656578064,,0.5644171777879197,0.557142933777405,0.004444444552063942,56.44171777879197,55.714293377740496,0.4444444552063942,0.3444444537162781,0.6555555462837219,0.5177778005599976,30,1236,450
gpt2-small,random,6,1,0.6,0.004405386908876682,0.0,0.0357142873108387,0.4405386908876682,0.0,3.57142873108387,0.0,1.0,0.0,0.1820388349514563,-0.06748466636240873,-0.050000019158636964,0.0,-6.748466636240873,-5.000001915863696,0.0,0.3444444537162781,0.6555555462837219,0.3288888931274414,30,1236,450
gpt2-small,mean_diff,7,1,1.0,0.6508810553254324,0.7142857313156128,0.5,65.08810553254324,71.42857313156128,50.0,0.0,1.0,0.7142857313156128,0.8179611650485437,0.3527607335463139,0.39285714285714285,0.0,35.276073354631386,39.285714285714285,0.0,0.3444444537162781,0.6555555462837219,0.46666666865348816,30,1236,450
gpt2-small,kmeans,7,1,1.0,0.6508810553254324,0.7142857313156128,0.5,65.08810553254324,71.42857313156128,50.0,0.0,1.0,0.7142857313156128,0.8179611650485437,0.3527607335463139,0.39285714285714285,0.0,35.276073354631386,39.285714285714285,0.0,0.3444444537162781,0.6555555462837219,0.46666666865348816,30,1236,450
gpt2-small,logistic_regression,7,1,1.0,0.587004443140016,0.7142857313156128,0.3928571343421936,58.7004443140016,71.42857313156128,39.28571343421936,0.0,1.0,0.7142857313156128,0.8179611650485437,0.4785276069755041,0.4714285331112975,0.0,47.85276069755041,47.14285331112975,0.0,0.3444444537162781,0.6555555462837219,0.4911110997200012,30,1236,450
gpt2-small,pca,7,1,0.8333333333333334,0.49118945938212316,0.4642857015132904,0.2857142984867096,49.11894593821231,46.42857015132904,28.57142984867096,0.0,1.0,0.4642857015132904,0.61084142394822,0.23619631169934313,0.27857137109551766,0.0,23.619631169934312,27.857137109551765,0.0,0.3444444537162781,0.6555555462837219,0.43111109733581543,30,1236,450
